Subsystem,N_reactions,N_significant,Frac_significant,N_positive,N_negative,Sign_consistency,p_sign,Mean_Cohen_d,Median_Cohen_d,Mean_abs_Cohen_d,q_sign,Sign_consistent
beta-Alanine metabolism,11,0,0.0,2,1,0.6666666666666666,0.5,-0.019648538212077075,0.0,0.11041634365013847,0.8225806451612904,False
Pyruvate Metabolism,27,0,0.0,3,8,0.7272727272727273,0.11328125,-0.04844173566549476,0.0,0.10898981591204741,0.6710526315789473,False
Butanoate Metabolism,3,0,0.0,0,1,1.0,0.5,-0.09886672023628766,0.0,0.09886672023628766,0.8225806451612904,False
Fatty acid oxidation,29,0,0.0,0,6,1.0,0.015625,-0.08694860755330827,0.0,0.08694860755330827,0.45535714285714285,False
Fatty Acid Metabolism,42,1,0.023809523809523808,0,5,1.0,0.03125,-0.08146519075778029,0.0,0.08146519075778029,0.45535714285714285,False
Sphingolipid Metabolism,79,5,0.06329113924050633,1,5,0.8333333333333334,0.109375,-0.05308906589873764,0.0,0.07555026414685603,0.6710526315789473,False
"Transport, Endoplasmic Reticular",102,5,0.049019607843137254,10,8,0.5555555555555556,0.40726470947265625,0.00018051366974567047,0.0,0.07459187096938116,0.8225806451612904,False
CYP Metabolism,12,0,0.0,2,0,1.0,0.25,0.05758932064918809,0.0,0.05758932064918809,0.8225806451612904,False
Intracellular demand,35,0,0.0,2,5,0.7142857142857143,0.2265625,-0.031980576152495825,0.0,0.04770753853284438,0.8225806451612904,False
Steroid Metabolism,42,0,0.0,5,4,0.5555555555555556,0.5,0.011235723851646538,0.0,0.0393601230809857,0.8225806451612904,False
"Fatty acid oxidation, peroxisome",19,0,0.0,1,1,0.5,0.75,0.0041253783086083766,0.0,0.03885971827588075,1.0,False
Lysine Metabolism,22,0,0.0,4,8,0.6666666666666666,0.19384765625,-0.007053398843241204,0.0,0.036387417540011804,0.8225806451612904,False
Inositol Phosphate Metabolism,64,2,0.03125,0,2,1.0,0.25,-0.03169872885853531,0.0,0.03169872885853531,0.8225806451612904,False
Carnitine shuttle,111,1,0.009009009009009009,1,3,0.75,0.3125,-0.006849594266744201,0.0,0.0235379065675277,0.8225806451612904,False
Glutathione Metabolism,11,0,0.0,0,2,1.0,0.25,-0.022585231398466493,0.0,0.022585231398466493,0.8225806451612904,False
"Transport, Nuclear",62,0,0.0,0,2,1.0,0.25,-0.018090575085478854,0.0,0.018090575085478854,0.8225806451612904,False
"Transport, Lysosomal",72,0,0.0,1,3,0.75,0.3125,-0.00534417185270623,0.0,0.010688343705412785,0.8225806451612904,False
Aminosugar Metabolism,24,0,0.0,2,0,1.0,0.25,0.009592679279605191,0.0,0.009592679279605191,0.8225806451612904,False
N-Glycan Biosynthesis,108,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Keratan sulfate degradation,75,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,36,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Chondroitin sulfate degradation,44,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
NAD Metabolism,23,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Thiamine Metabolism,6,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
"Transport, Golgi Apparatus",78,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
"Stilbene, coumarine and lignin biosynthesis",1,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Blood Group Biosynthesis,31,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Methionine Metabolism,5,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Limonene and pinene degradation,6,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
O-Glycan Biosynthesis,13,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Ubiquinone Biosynthesis,14,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Nucleotide Sugar Metabolism,5,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Hyaluronan Metabolism,5,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Eicosanoid Metabolism,25,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Vitamin D,14,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Heparan sulfate degradation,27,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Bile Acid Biosynthesis,41,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Heme Degradation,2,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Chondroitin / heparan sulfate biosynthesis,45,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Phenylalanine metabolism,9,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
CoA Catabolism,4,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Vitamin B6 Metabolism,9,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
IMP Biosynthesis,10,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Keratan sulfate biosynthesis,59,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Alkaloid biosynthesis II,5,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
CoA Biosynthesis,6,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Others,2,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
N-Glycan Degradation,16,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Selenoamino acid metabolism,12,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Nucleic acid degradation,9,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Riboflavin Metabolism,3,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Biotin Metabolism,12,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Intracellular source/sink,3,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
Vitamin B12 Metabolism,2,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
D-arg and D-orn metabolism,2,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,False
